precision,recall,mcc,rank,weight,floor
39.58333333333333,100.0,60.96447052723961,is_0,1,2.1
38.775510204081634,100.0,60.27149459922568,is_0,1,2.1
38.0,100.0,59.59865770300535,is_0,1,2.1
37.254901960784316,100.0,58.94497267724847,is_0,1,2.1
36.53846153846153,100.0,58.30951894845301,is_0,1,2.1
35.84905660377358,100.0,57.69143685844939,is_0,1,2.1
35.18518518518518,100.0,57.08992257184502,is_0,1,2.1
34.54545454545455,100.0,56.50422349459616,is_0,1,2.1
33.92857142857143,100.0,55.93363414414826,is_0,1,2.1
33.33333333333333,100.0,55.37749241945383,is_0,1,2.1
32.758620689655174,100.0,54.835176225887494,is_0,1,2.1
32.20338983050847,100.0,54.30610041581776,is_0,1,2.1
31.666666666666664,100.0,53.78971401051816,is_0,1,2.1
31.147540983606557,100.0,53.28549767333587,is_0,1,2.1
30.64516129032258,100.0,52.79296140768719,is_0,1,2.1
30.158730158730158,100.0,52.311642456607466,is_0,1,2.1
29.6875,100.0,51.8411033833193,is_0,1,2.1
29.230769230769234,100.0,51.38093031466051,is_0,1,2.1
28.78787878787879,100.0,50.93073133128361,is_0,1,2.1
28.35820895522388,100.0,50.490134990345226,is_0,1,2.1
27.941176470588236,100.0,50.05878896798419,is_0,1,2.1
27.536231884057973,100.0,49.63635881027162,is_0,1,2.1
27.142857142857142,100.0,49.22252678253263,is_0,1,2.1
26.76056338028169,100.0,48.81699080800963,is_0,1,2.1
26.38888888888889,100.0,48.419463487779836,is_0,1,2.1
26.027397260273972,100.0,48.02967119467396,is_0,1,2.1
25.675675675675674,100.0,47.647353234678945,is_0,1,2.1
25.333333333333336,100.0,47.27226106996223,is_0,1,2.1
25.0,100.0,46.90415759823429,is_0,1,2.1
24.675324675324674,100.0,46.5428164836827,is_0,1,2.1
24.358974358974358,100.0,46.188021535170066,is_0,1,2.1
24.050632911392405,100.0,45.839566127798484,is_0,1,2.1
23.75,100.0,45.49725266430931,is_0,1,2.1
23.456790123456788,100.0,45.16089207311462,is_0,1,2.1
23.170731707317074,100.0,44.83030334005086,is_0,1,2.1
22.89156626506024,100.0,44.505313071208306,is_0,1,2.1
22.61904761904762,100.0,44.185755084426845,is_0,1,2.1
22.35294117647059,100.0,43.87147002726192,is_0,1,2.1
22.093023255813954,100.0,43.56230501941617,is_0,1,2.1
21.839080459770116,100.0,43.25811331780539,is_0,1,2.1
21.59090909090909,100.0,42.95875400258422,is_0,1,2.1
21.34831460674157,100.0,42.66409168259795,is_0,1,2.1
21.11111111111111,100.0,42.37399621885521,is_0,1,2.1
20.87912087912088,100.0,42.0883424647321,is_0,1,2.1
20.652173913043477,100.0,41.80701002172389,is_0,1,2.1
20.43010752688172,100.0,41.52988300965582,is_0,1,2.1
20.212765957446805,100.0,41.256849850351735,is_0,1,2.1
20.0,100.0,40.98780306383839,is_0,1,2.1
19.791666666666664,100.0,40.72263907623539,is_0,1,2.1
19.587628865979383,100.0,40.461258038546646,is_0,1,2.1
19.387755102040817,100.0,40.203563655629395,is_0,1,2.1
19.19191919191919,100.0,39.9494630246715,is_0,1,2.1
19.0,100.0,39.698866482558415,is_0,1,2.1
18.81188118811881,100.0,39.45168746155679,is_0,1,2.1
18.627450980392158,100.0,39.207842352784276,is_0,1,2.1
18.446601941747574,100.0,38.96725037697358,is_0,1,2.1
18.269230769230766,100.0,38.72983346207416,is_0,1,2.1
18.095238095238095,100.0,38.49551612726814,is_0,1,2.1
17.92452830188679,100.0,38.2642253730064,is_0,1,2.1
17.75700934579439,100.0,38.03589057669897,is_0,1,2.1
17.59259259259259,100.0,37.81044339371901,is_0,1,2.1
17.431192660550458,100.0,37.58781766340323,is_0,1,2.1
17.272727272727273,100.0,37.3679493197531,is_0,1,2.1
17.117117117117118,100.0,37.150776306561625,is_0,1,2.1
16.964285714285715,100.0,36.93623849670827,is_0,1,2.1
16.8141592920354,100.0,36.72427761538247,is_0,1,2.1
16.666666666666664,100.0,36.51483716701108,is_0,1,2.1
16.52173913043478,100.0,36.30786236568076,is_0,1,2.1
16.379310344827587,100.0,36.10330006885893,is_0,1,2.1
16.23931623931624,100.0,35.90109871423003,is_0,1,2.1
16.101694915254235,100.0,35.701208259475486,is_0,1,2.1
15.966386554621847,100.0,35.50358012483631,is_0,1,2.1
15.833333333333332,100.0,35.30816713830763,is_0,1,2.1
15.702479338842975,100.0,35.11492348332357,is_0,1,2.1
15.573770491803279,100.0,34.92380464879995,is_0,1,2.1
15.447154471544716,100.0,34.7347673814098,is_0,1,2.1
15.32258064516129,100.0,34.54776963997494,is_0,1,2.1
15.2,100.0,34.36277055186325,is_0,1,2.1
15.079365079365079,100.0,34.1797303712883,is_0,1,2.1
14.960629921259844,100.0,33.9986104394139,is_0,1,2.1
14.84375,100.0,33.819373146171706,is_0,1,2.1
14.728682170542637,100.0,33.64198189370588,is_0,1,2.1
14.615384615384617,100.0,33.46640106136302,is_0,1,2.1
14.50381679389313,100.0,33.292595972151005,is_0,1,2.1
14.393939393939394,100.0,33.12053286059415,is_0,1,2.1
14.285714285714285,100.0,32.95017884191656,is_0,1,2.1
14.17910447761194,100.0,32.78150188248918,is_0,1,2.1
14.074074074074074,100.0,32.6144707714797,is_0,1,2.1
13.970588235294118,100.0,32.449055093647765,is_0,1,2.1
13.86861313868613,100.0,32.285225203231235,is_0,1,2.1
13.768115942028986,100.0,32.122952198871985,is_0,1,2.1
13.66906474820144,100.0,31.962207899532686,is_0,1,2.1
13.571428571428571,100.0,31.802964821358582,is_0,1,2.1
13.47517730496454,100.0,31.64519615544059,is_0,1,2.1
13.380281690140844,100.0,31.488875746438584,is_0,1,2.1
13.286713286713287,100.0,31.33397807202561,is_0,1,2.1
13.194444444444445,100.0,31.180478223116175,is_0,1,2.1
13.10344827586207,100.0,31.028351884843243,is_0,1,2.1
13.013698630136986,100.0,30.877575318250734,is_0,1,2.1
12.925170068027212,100.0,30.728125342669866,is_0,1,2.1
12.837837837837837,100.0,30.579979318749302,is_0,1,2.1
12.751677852348994,100.0,30.43311513211054,is_0,1,2.1
12.666666666666668,100.0,30.287511177601456,is_0,1,2.1
12.582781456953644,100.0,30.143146344122385,is_0,1,2.1
12.5,100.0,30.0,is_0,1,2.1
12.418300653594772,100.0,29.858051978885968,is_0,1,2.1
12.337662337662337,100.0,29.717282566158083,is_0,1,2.1
12.258064516129032,100.0,29.577672485802854,is_0,1,2.1
12.179487179487179,100.0,29.439202887759492,is_0,1,2.1
12.101910828025478,100.0,29.30185533570613,is_0,1,2.1
12.025316455696203,100.0,29.165611795270213,is_0,1,2.1
11.949685534591195,100.0,29.03045462264558,is_0,1,2.1
11.875,100.0,28.89636655359978,is_0,1,2.1
11.801242236024844,100.0,28.76333069285586,is_0,1,2.1
11.728395061728394,100.0,28.631330503833613,is_0,1,2.1
11.65644171779141,100.0,28.500349798735925,is_0,1,2.1
11.585365853658537,100.0,28.37037272896653,is_0,1,2.1
11.515151515151516,100.0,28.24138377586618,is_0,1,2.1
11.44578313253012,100.0,28.11336774175468,is_0,1,2.1
11.377245508982035,100.0,27.986309741266922,is_0,1,2.1
11.30952380952381,100.0,27.86019519297157,is_0,1,2.1
11.242603550295858,100.0,27.735009811261456,is_0,1,2.1
11.176470588235295,100.0,27.610739598505337,is_0,1,2.1
11.11111111111111,100.0,27.48737083745107,is_0,1,2.1
11.046511627906977,100.0,27.364890083870712,is_0,1,2.1
10.982658959537572,100.0,27.243284159438403,is_0,1,2.1
10.919540229885058,100.0,27.122540144832413,is_0,1,2.1
10.857142857142858,100.0,27.002645373052935,is_0,1,2.1
10.795454545454545,100.0,26.88358742294772,is_0,1,2.1
10.734463276836157,100.0,26.765354112937878,is_0,1,2.1
10.674157303370785,100.0,26.64793349493656,is_0,1,2.1
10.614525139664805,100.0,26.53131384845348,is_0,1,2.1
10.555555555555555,100.0,26.415483674878597,is_0,1,2.1
10.497237569060774,100.0,26.300431691938453,is_0,1,2.1
10.43956043956044,100.0,26.186146828319085,is_0,1,2.1
10.382513661202186,100.0,26.07261821844955,is_0,1,2.1
10.326086956521738,100.0,25.959835197440313,is_0,1,2.1
10.27027027027027,100.0,25.847787296171177,is_0,1,2.1
10.21505376344086,100.0,25.736464236523425,is_0,1,2.1
10.16042780748663,100.0,25.6258559267512,is_0,1,2.1
10.106382978723403,100.0,25.515952456987257,is_0,1,2.1
10.052910052910052,100.0,25.40674409487854,is_0,1,2.1
10.0,100.0,25.298221281347033,is_0,1,2.1
9.947643979057592,100.0,25.190374626471705,is_0,1,2.1
9.895833333333332,100.0,25.08319490548735,is_0,1,2.1
9.844559585492227,100.0,24.976673054896477,is_0,1,2.1
9.793814432989691,100.0,24.870800168690348,is_0,1,2.1
9.743589743589745,100.0,24.765567494675615,is_0,1,2.1
9.693877551020408,100.0,24.660966430902953,is_0,1,2.1
9.644670050761421,100.0,24.556988522194406,is_0,1,2.1
9.595959595959595,100.0,24.45362545676608,is_0,1,2.1
9.547738693467336,100.0,24.350869062943172,is_0,1,2.1
9.5,100.0,24.24871130596428,is_0,1,2.1
9.45273631840796,100.0,24.147144284872027,is_0,1,2.1
9.405940594059405,100.0,24.04616022948733,is_0,1,2.1
9.35960591133005,100.0,23.94575149746454,is_0,1,2.1
9.313725490196079,100.0,23.845910571424863,is_0,1,2.1
9.268292682926829,100.0,23.746630056165657,is_0,1,2.1
9.223300970873787,100.0,23.647902675943033,is_0,1,2.1
9.178743961352657,100.0,23.549721271825625,is_0,1,2.1
9.134615384615383,100.0,23.452078799117146,is_0,1,2.1
9.090909090909092,100.0,23.354968324845686,is_0,1,2.1
9.047619047619047,100.0,23.25838302531758,is_0,1,2.1
9.004739336492891,100.0,23.162316183733886,is_0,1,2.1
8.962264150943396,100.0,23.066761187867556,is_0,1,2.1
8.92018779342723,100.0,22.971711527799403,is_0,1,2.1
8.878504672897195,100.0,22.877160793711017,is_0,1,2.1
8.837209302325581,100.0,22.783102673733016,is_0,1,2.1
8.796296296296296,100.0,22.68953095184682,is_0,1,2.1
8.755760368663594,100.0,22.596439505838386,is_0,1,2.1
8.715596330275229,100.0,22.503822305302354,is_0,1,2.1
8.67579908675799,100.0,22.411673409695023,is_0,1,2.1
8.636363636363637,100.0,22.319986966434776,is_0,1,2.1
8.597285067873303,100.0,22.22875720904845,is_0,1,2.1
8.558558558558559,100.0,22.137978455362408,is_0,1,2.1
8.520179372197308,100.0,22.04764510573681,is_0,1,2.1
8.482142857142858,100.0,21.957751641341996,is_0,1,2.1
8.444444444444445,100.0,21.868292622475632,is_0,1,2.1
8.4070796460177,100.0,21.779262686919424,is_0,1,2.1
8.370044052863436,100.0,21.690656548334296,is_0,1,2.1
8.333333333333332,100.0,21.60246899469287,is_0,1,2.1
8.296943231441048,100.0,21.5146948867482,is_0,1,2.1
8.26086956521739,100.0,21.427329156537656,is_0,1,2.1
8.225108225108226,100.0,21.34036680592101,is_0,1,2.1
8.189655172413794,100.0,21.25380290515169,is_0,1,2.1
8.15450643776824,100.0,21.167632591480253,is_0,1,2.1
8.11965811965812,100.0,21.081851067789195,is_0,1,2.1
8.085106382978724,100.0,20.996453601258168,is_0,1,2.1
8.050847457627118,100.0,20.911435522058746,is_0,1,2.1
8.016877637130802,100.0,20.826792222077874,is_0,1,2.1
7.9831932773109235,100.0,20.74251915366926,is_0,1,2.1
7.949790794979079,100.0,20.658611828431848,is_0,1,2.1
7.916666666666666,100.0,20.575065816014618,is_0,1,2.1
7.883817427385892,100.0,20.491876742947017,is_0,1,2.1
7.851239669421488,100.0,20.409040291494225,is_0,1,2.1
7.818930041152264,100.0,20.326552198536657,is_0,1,2.1
7.786885245901639,100.0,20.244408254472898,is_0,1,2.1
7.755102040816326,100.0,20.162604302145542,is_0,1,2.1
7.723577235772358,100.0,20.08113623578918,is_0,1,2.1
7.6923076923076925,100.0,20.0,is_0,1,2.1
7.661290322580645,100.0,19.919191588726363,is_0,1,2.1
7.630522088353414,100.0,19.83870704427975,is_0,1,2.1
7.6,100.0,19.75854245636555,is_0,1,2.1
7.569721115537849,100.0,19.6786939611331,is_0,1,2.1
7.5396825396825395,100.0,19.599157740244454,is_0,1,2.1
7.5098814229249005,100.0,19.519930019961386,is_0,1,2.1
7.480314960629922,100.0,19.441007070250034,is_0,1,2.1
7.450980392156863,100.0,19.36238520390279,is_0,1,2.1
7.421875,100.0,19.28406077567689,is_0,1,2.1
7.392996108949417,100.0,19.206030181449247,is_0,1,2.1
7.3643410852713185,100.0,19.12828985738707,is_0,1,2.1
7.335907335907336,100.0,19.05083627913386,is_0,1,2.1
7.307692307692308,100.0,18.973665961010276,is_0,1,2.1
7.2796934865900385,100.0,18.8967754552295,is_0,1,2.1
7.251908396946565,100.0,18.82016135112669,is_0,1,2.1
7.224334600760455,100.0,18.743820274402108,is_0,1,2.1
7.196969696969697,100.0,18.667748886377503,is_0,1,2.1
7.169811320754717,100.0,18.591943883265426,is_0,1,2.1
7.142857142857142,100.0,18.51640199545103,is_0,1,2.1
7.116104868913857,100.0,18.441119986786084,is_0,1,2.1
7.08955223880597,100.0,18.366094653894738,is_0,1,2.1
7.063197026022305,100.0,18.29132282549077,is_0,1,2.1
7.037037037037037,100.0,18.216801361705954,is_0,1,2.1
7.011070110701106,100.0,18.14252715342918,is_0,1,2.1
6.985294117647059,100.0,18.068497121656083,is_0,1,2.1
6.95970695970696,100.0,17.994708216848746,is_0,1,2.1
6.934306569343065,100.0,17.921157418305295,is_0,1,2.1
6.909090909090909,100.0,17.847841733538946,is_0,1,2.1
6.884057971014493,100.0,17.77475819766635,is_0,1,2.1
6.859205776173286,100.0,17.7019038728048,is_0,1,2.1
6.83453237410072,100.0,17.629275847478105,is_0,1,2.1
6.810035842293908,100.0,17.55687123603082,is_0,1,2.1
6.785714285714286,100.0,17.484687178050564,is_0,1,2.1
6.761565836298933,100.0,17.41272083779812,is_0,1,2.1
6.73758865248227,100.0,17.340969403645115,is_0,1,2.1
6.713780918727916,100.0,17.269430087518902,is_0,1,2.1
6.690140845070422,100.0,17.19810012435455,is_0,1,2.1
6.666666666666667,100.0,17.126976771553505,is_0,1,2.1
6.643356643356643,100.0,17.056057308448832,is_0,1,2.1
6.620209059233449,100.0,16.98533903577667,is_0,1,2.1
6.597222222222222,100.0,16.914819275153697,is_0,1,2.1
6.5743944636678195,100.0,16.844495368560413,is_0,1,2.1
6.551724137931035,100.0,16.774364677829904,is_0,1,2.1
6.529209621993128,100.0,16.70442458414193,is_0,1,2.1
6.506849315068493,100.0,16.63467248752206,is_0,1,2.1
6.484641638225256,100.0,16.565105806345656,is_0,1,2.1
6.462585034013606,100.0,16.49572197684645,is_0,1,2.1
6.440677966101695,100.0,16.426518452629463,is_0,1,2.1
6.418918918918918,100.0,16.35749270418812,is_0,1,2.1
6.397306397306397,100.0,16.288642218425245,is_0,1,2.1
6.375838926174497,100.0,16.219964498177784,is_0,1,2.1
6.354515050167224,100.0,16.151457061744964,is_0,1,2.1
6.333333333333334,100.0,16.08311744241976,is_0,1,2.1
6.312292358803987,100.0,16.014943188023324,is_0,1,2.1
6.291390728476822,100.0,15.94693186044229,is_0,1,2.1
6.270627062706271,100.0,15.879081035168632,is_0,1,2.1
6.25,100.0,15.811388300841896,is_0,1,2.1
6.229508196721312,100.0,15.743851258793587,is_0,1,2.1
6.209150326797386,100.0,15.676467522593478,is_0,1,2.1
6.188925081433225,100.0,15.609234717597637,is_0,1,2.1
6.1688311688311686,100.0,15.542150480497915,is_0,1,2.1
6.148867313915858,100.0,15.475212458872711,is_0,1,2.1
6.129032258064516,100.0,15.408418310738764,is_0,1,2.1
6.109324758842444,100.0,15.341765704103755,is_0,1,2.1
6.089743589743589,100.0,15.275252316519467,is_0,1,2.1
6.070287539936102,100.0,15.208875834635336,is_0,1,2.1
6.050955414012739,100.0,15.142633953752064,is_0,1,2.1
6.031746031746032,100.0,15.076524377375152,is_0,1,2.1
6.012658227848101,100.0,15.010544816768062,is_0,1,2.1
5.993690851735016,100.0,14.944692990504747,is_0,1,2.1
5.9748427672955975,100.0,14.878966624021379,is_0,1,2.1
5.956112852664576,100.0,14.813363449166971,is_0,1,2.1
5.9375,100.0,14.747881203752627,is_0,1,2.1
5.919003115264798,100.0,14.682517631099202,is_0,1,2.1
5.900621118012422,100.0,14.617270479583114,is_0,1,2.1
5.88235294117647,100.0,14.55213750217998,is_0,1,2.1
5.864197530864197,100.0,14.487116456005886,is_0,1,2.1
5.846153846153846,100.0,14.422205101855956,is_0,1,2.1
5.828220858895705,100.0,14.35740120373995,is_0,1,2.1
5.81039755351682,100.0,14.292702528414605,is_0,1,2.1
5.7926829268292686,100.0,14.22810684491243,is_0,1,2.1
5.775075987841945,100.0,14.163611924066627,is_0,1,2.1
5.757575757575758,100.0,14.099215538031851,is_0,1,2.1
5.740181268882175,100.0,14.034915459800468,is_0,1,2.1
5.72289156626506,100.0,13.970709462713993,is_0,1,2.1
5.7057057057057055,100.0,13.906595319969348,is_0,1,2.1
5.688622754491018,100.0,13.842570804119655,is_0,1,2.1
5.6716417910447765,100.0,13.778633686569098,is_0,1,2.1
5.654761904761905,100.0,13.714781737061587,is_0,1,2.1
5.637982195845697,100.0,13.651012723162797,is_0,1,2.1
5.621301775147929,100.0,13.58732440973515,is_0,1,2.1
5.604719764011799,100.0,13.523714558405436,is_0,1,2.1
5.588235294117648,100.0,13.460180927024542,is_0,1,2.1
5.571847507331378,100.0,13.396721269118924,is_0,1,2.1
5.555555555555555,100.0,13.333333333333334,is_0,1,2.1
5.539358600583091,100.0,13.270014862864373,is_0,1,2.1
5.523255813953488,100.0,13.206763594884357,is_0,1,2.1
5.507246376811594,100.0,13.143577259954986,is_0,1,2.1
5.491329479768786,100.0,13.080453581430337,is_0,1,2.1
5.475504322766571,100.0,13.017390274848617,is_0,1,2.1
5.459770114942529,100.0,12.954385047312089,is_0,1,2.1
5.444126074498568,100.0,12.891435596854642,is_0,1,2.1
5.428571428571429,100.0,12.82853961179637,is_0,1,2.1
5.413105413105413,100.0,12.76569477008451,is_0,1,2.1
5.3977272727272725,100.0,12.70289873862011,is_0,1,2.1
5.382436260623229,100.0,12.640149172569757,is_0,1,2.1
5.367231638418079,100.0,12.577443714661584,is_0,1,2.1
5.352112676056338,100.0,12.514779994464911,is_0,1,2.1
5.337078651685393,100.0,12.452155627652624,is_0,1,2.1
5.322128851540616,100.0,12.389568215245603,is_0,1,2.1
5.307262569832402,100.0,12.327015342838259,is_0,1,2.1
5.2924791086350975,100.0,12.264494579804346,is_0,1,2.1
5.277777777777778,100.0,12.202003478482085,is_0,1,2.1
5.263157894736842,100.0,12.13953957333768,is_0,1,2.1
5.248618784530387,100.0,12.077100380106156,is_0,1,2.1
5.234159779614325,100.0,12.01468339490849,is_0,1,2.1
5.21978021978022,100.0,11.952286093343938,is_0,1,2.1
5.205479452054795,100.0,11.889905929556324,is_0,1,2.1
5.191256830601093,100.0,11.827540335273165,is_0,1,2.1
5.177111716621254,100.0,11.765186718816253,is_0,1,2.1
5.163043478260869,100.0,11.702842464082408,is_0,1,2.1
5.149051490514905,100.0,11.64050492949297,is_0,1,2.1
5.135135135135135,100.0,11.57817144691052,is_0,1,2.1
5.121293800539084,100.0,11.515839320521309,is_0,1,2.1
5.10752688172043,100.0,11.453505825681704,is_0,1,2.1
5.093833780160858,100.0,11.391168207726949,is_0,1,2.1
5.080213903743315,100.0,11.328823680740415,is_0,1,2.1
5.066666666666666,100.0,11.266469426281391,is_0,1,2.1
5.053191489361701,100.0,11.204102592069434,is_0,1,2.1
5.039787798408488,100.0,11.141720290623113,is_0,1,2.1
5.026455026455026,100.0,11.079319597850889,is_0,1,2.1
5.013192612137203,100.0,11.016897551591786,is_0,1,2.1
5.0,100.0,10.954451150103322,is_0,1,2.1
4.986876640419948,100.0,10.891977350494011,is_0,1,2.1
4.973821989528796,100.0,10.829473067097714,is_0,1,2.1
4.960835509138381,100.0,10.76693516978679,is_0,1,2.1
4.947916666666666,100.0,10.70436048222094,is_0,1,2.1
4.935064935064935,100.0,10.641745780028446,is_0,1,2.1
4.922279792746114,100.0,10.5790877889162,is_0,1,2.1
4.909560723514212,100.0,10.516383182704882,is_0,1,2.1
4.896907216494846,100.0,10.453628581285253,is_0,1,2.1
4.884318766066838,100.0,10.390820548491401,is_0,1,2.1
4.871794871794872,100.0,10.327955589886443,is_0,1,2.1
4.859335038363171,100.0,10.265030150455956,is_0,1,2.1
4.846938775510204,100.0,10.202040612204073,is_0,1,2.1
4.8346055979643765,100.0,10.138983291646909,is_0,1,2.1
4.822335025380711,100.0,10.075854437197568,is_0,1,2.1
4.810126582278481,100.0,10.012650226436657,is_0,1,2.1
4.797979797979798,100.0,9.94936676326182,is_0,1,2.1
4.785894206549118,100.0,9.886000074909383,is_0,1,2.1
4.773869346733668,100.0,9.822546108840696,is_0,1,2.1
4.761904761904762,100.0,9.759000729485331,is_0,1,2.1
4.75,100.0,9.695359714832657,is_0,1,2.1
4.738154613466334,100.0,9.63161875286282,is_0,1,2.1
4.72636815920398,100.0,9.567773437807457,is_0,1,2.1
4.714640198511166,100.0,9.50381926622983,is_0,1,2.1
4.702970297029703,100.0,9.43975163291329,is_0,1,2.1
4.691358024691358,100.0,9.375565826546216,is_0,1,2.1
4.679802955665025,100.0,9.311257025190669,is_0,1,2.1
4.668304668304668,100.0,9.246820291521054,is_0,1,2.1
4.6568627450980395,100.0,9.182250567818114,is_0,1,2.1
4.645476772616137,100.0,9.117542670702356,is_0,1,2.1
4.634146341463414,100.0,9.052691285589889,is_0,1,2.1
4.622871046228711,100.0,8.987690960852285,is_0,1,2.1
4.611650485436893,100.0,8.922536101660608,is_0,1,2.1
4.600484261501211,100.0,8.857220963492212,is_0,1,2.1
4.5893719806763285,100.0,8.791739645277161,is_0,1,2.1
4.578313253012048,100.0,8.72608608215923,is_0,1,2.1
4.567307692307692,100.0,8.660254037844387,is_0,1,2.1
4.556354916067146,100.0,8.594237096507358,is_0,1,2.1
4.545454545454546,100.0,8.528028654224416,is_0,1,2.1
4.534606205250596,100.0,8.461621909897774,is_0,1,2.1
4.523809523809524,100.0,8.39500985563391,is_0,1,2.1
4.513064133016627,100.0,8.328185266534915,is_0,1,2.1
4.502369668246446,100.0,8.26114068985817,is_0,1,2.1
4.491725768321513,100.0,8.193868433495705,is_0,1,2.1
4.481132075471698,100.0,8.12636055372001,is_0,1,2.1
4.470588235294118,100.0,8.058608842138216,is_0,1,2.1
4.460093896713615,100.0,7.990604811790905,is_0,1,2.1
4.449648711943794,100.0,7.922339682325832,is_0,1,2.1
4.439252336448598,100.0,7.853804364169902,is_0,1,2.1
4.428904428904429,100.0,7.784989441615229,is_0,1,2.1
4.4186046511627906,100.0,7.715885154726594,is_0,1,2.1
4.408352668213457,100.0,7.646481379968144,is_0,1,2.1
4.398148148148148,100.0,7.576767609436587,is_0,1,2.1
4.387990762124711,100.0,7.506732928576184,is_0,1,2.1
4.377880184331797,100.0,7.436365992237534,is_0,1,2.1
4.3678160919540225,100.0,7.365654998927005,is_0,1,2.1
4.3577981651376145,100.0,7.294587663076777,is_0,1,2.1
4.3478260869565215,100.0,7.223151185146152,is_0,1,2.1
4.337899543378995,100.0,7.151332219343157,is_0,1,2.1
4.328018223234624,100.0,7.079116838730726,is_0,1,2.1
4.318181818181818,100.0,7.006490497453707,is_0,1,2.1
4.308390022675737,100.0,6.933437989790971,is_0,1,2.1
4.298642533936651,100.0,6.8599434057003545,is_0,1,2.1
4.288939051918736,100.0,6.785990082482329,is_0,1,2.1
4.2792792792792795,100.0,6.711560552140243,is_0,1,2.1
4.269662921348314,100.0,6.636636483959682,is_0,1,2.1
4.260089686098654,100.0,6.561198621765699,is_0,1,2.1
4.250559284116331,100.0,6.485226715242763,is_0,1,2.1
4.241071428571429,100.0,6.408699444616557,is_0,1,2.1
4.231625835189309,100.0,6.3315943378969095,is_0,1,2.1
4.222222222222222,100.0,6.253887679764572,is_0,1,2.1
4.212860310421286,100.0,6.175554411047946,is_0,1,2.1
4.20353982300885,100.0,6.096568017575163,is_0,1,2.1
4.194260485651214,100.0,6.016900406997466,is_0,1,2.1
4.185022026431718,100.0,5.936521771955248,is_0,1,2.1
4.175824175824175,100.0,5.855400437691199,is_0,1,2.1
4.166666666666666,100.0,5.773502691896257,is_0,1,2.1
4.157549234135667,100.0,5.690792594191904,is_0,1,2.1
4.148471615720524,100.0,5.607231762191973,is_0,1,2.1
4.139433551198257,100.0,5.522779130530093,is_0,1,2.1
4.130434782608695,100.0,5.437390678561211,is_0,1,2.1
4.121475054229935,100.0,5.351019121617231,is_0,1,2.1
4.112554112554113,100.0,5.263613559678152,is_0,1,2.1
4.103671706263499,100.0,5.175119076060366,is_0,1,2.1
4.094827586206897,100.0,5.0854762771560775,is_0,1,2.1
